County,Population,Firearm Homicide,Total Homicide,Firearm Suicides,Total Suicides
"Randolph County, MO",275060.0,,10.0,38.0,57.0
"Randolph County, NC",1573003.0,33.0,55.0,179.0,280.0
"Rankin County, MS",1641816.0,62.0,81.0,170.0,237.0
"Rapides Parish, LA",1446561.0,122.0,174.0,135.0,229.0
"Ravalli County, MT",461136.0,,14.0,97.0,147.0
"Reno County, KS",697121.0,,17.0,70.0,125.0
"Rensselaer County, NY",1754673.0,22.0,54.0,69.0,190.0
"Richland County, OH",1340920.0,31.0,49.0,112.0,186.0
"Richland County, SC",4445850.0,364.0,459.0,329.0,559.0
"Richland Parish, LA",225873.0,16.0,20.0,21.0,23.0
"Richmond County, GA",2219115.0,244.0,328.0,176.0,295.0
"Richmond County, NC",501237.0,32.0,51.0,40.0,68.0
"Richmond County, NY",5213505.0,83.0,161.0,69.0,354.0
"Richmond city, VA",2413959.0,386.0,449.0,125.0,265.0
"Riley County, KS",814107.0,10.0,18.0,47.0,90.0
"Rio Arriba County, NM",435971.0,37.0,58.0,51.0,97.0
"Ripley County, MO",151452.0,,13.0,19.0,29.0
"Riverside County, CA",25902347.0,738.0,1111.0,1103.0,2856.0
"Roane County, TN",586309.0,12.0,19.0,88.0,148.0
"Roanoke County, VA",1030264.0,23.0,30.0,108.0,175.0
"Roanoke city, VA",1086623.0,82.0,112.0,104.0,210.0
"Robertson County, TN",758794.0,28.0,41.0,88.0,149.0
"Robertson County, TX",185019.0,12.0,16.0,15.0,23.0
"Robeson County, NC",1467275.0,282.0,333.0,114.0,184.0
"Rock County, WI",1777712.0,38.0,56.0,121.0,295.0
"Rock Island County, IL",1597868.0,36.0,100.0,82.0,234.0
"Rockcastle County, KY",185335.0,11.0,13.0,21.0,24.0
"Rockdale County, GA",972425.0,64.0,79.0,63.0,113.0
"Rockingham County, NC",1010351.0,55.0,76.0,89.0,157.0
"Rockingham County, NH",3330648.0,13.0,32.0,224.0,508.0
"Rockingham County, VA",870308.0,10.0,16.0,84.0,133.0
"Rockland County, NY",3548765.0,20.0,56.0,64.0,230.0
"Rockwall County, TX",1012789.0,15.0,21.0,81.0,129.0
"Rogers County, OK",993447.0,24.0,33.0,103.0,173.0
"Rolette County, ND",158204.0,,13.0,22.0,36.0
"Roosevelt County, MT",121242.0,,18.0,17.0,47.0
"Roosevelt County, NM",212844.0,11.0,13.0,19.0,33.0
"Rosebud County, MT",101432.0,,10.0,22.0,37.0
"Ross County, OH",850311.0,12.0,25.0,83.0,148.0
"Rowan County, KY",264129.0,,10.0,23.0,29.0
"Rowan County, NC",1537144.0,81.0,117.0,160.0,274.0
"Rusk County, TX",590475.0,27.0,32.0,66.0,99.0
"Russell County, AL",633388.0,78.0,89.0,76.0,107.0
"Russell County, VA",304668.0,,11.0,42.0,58.0
"Rutherford County, NC",736520.0,18.0,27.0,83.0,138.0
"Rutherford County, TN",3296370.0,112.0,150.0,274.0,439.0
"Rutland County, VT",657268.0,,14.0,74.0,126.0
"Sabine Parish, LA",265418.0,13.0,21.0,43.0,54.0
"Sacramento County, CA",16447760.0,711.0,999.0,853.0,2169.0
"Saginaw County, MI",2137938.0,184.0,219.0,144.0,269.0
"Salem County, NJ",705491.0,33.0,51.0,46.0,100.0
"Salem city, VA",278642.0,,11.0,34.0,58.0
"Saline County, AR",1281924.0,27.0,42.0,152.0,222.0
"Saline County, KS",607051.0,14.0,31.0,56.0,106.0
"Salt Lake County, UT",12156849.0,222.0,354.0,1201.0,2553.0
"Saluda County, SC",221801.0,11.0,14.0,22.0,28.0
"Sampson County, NC",700131.0,48.0,58.0,42.0,65.0
"San Benito County, CA",651008.0,15.0,26.0,23.0,52.0
"San Bernardino County, CA",23349394.0,1056.0,1475.0,1086.0,2414.0
"San Diego County, CA",35856204.0,538.0,995.0,1677.0,4526.0
"San Francisco County, CA",9385361.0,301.0,474.0,175.0,971.0
"San Jacinto County, TX",304535.0,19.0,24.0,36.0,54.0
"San Joaquin County, CA",7992122.0,631.0,794.0,346.0,850.0
"San Juan County, NM",1370116.0,48.0,132.0,183.0,370.0
"San Luis Obispo County, CA",3068999.0,19.0,55.0,267.0,562.0
"San Mateo County, CA",8286693.0,128.0,183.0,226.0,719.0
"San Miguel County, NM",309852.0,13.0,31.0,39.0,74.0
"San Patricio County, TX",731101.0,22.0,33.0,68.0,110.0
"Sandoval County, NM",1540348.0,43.0,78.0,186.0,323.0
"Sandusky County, OH",656337.0,10.0,16.0,57.0,90.0
"Sangamon County, IL",2170287.0,84.0,124.0,131.0,312.0
"Santa Barbara County, CA",4835268.0,84.0,151.0,209.0,577.0
"Santa Clara County, CA",20733296.0,304.0,522.0,525.0,1716.0
"Santa Cruz County, AZ",514337.0,,20.0,25.0,47.0
"Santa Cruz County, CA",2976788.0,71.0,108.0,146.0,447.0
"Santa Fe County, NM",1630227.0,52.0,89.0,192.0,388.0
"Santa Rosa County, FL",1853116.0,43.0,68.0,227.0,383.0
"Sarasota County, FL",4476361.0,99.0,138.0,471.0,945.0
"Saratoga County, NY",2484903.0,,25.0,113.0,298.0
"Sarpy County, NE",1925443.0,20.0,34.0,95.0,190.0
"Schenectady County, NY",1706706.0,34.0,61.0,57.0,172.0
"Schuylkill County, PA",1590449.0,15.0,76.0,203.0,332.0
"Scioto County, OH",846669.0,27.0,48.0,66.0,120.0
"Scotland County, NC",389829.0,53.0,64.0,21.0,35.0
"Scott County, AR",117157.0,,10.0,16.0,21.0
"Scott County, IA",1879441.0,36.0,66.0,145.0,304.0
"Scott County, IN",262526.0,12.0,15.0,24.0,37.0
"Scott County, KY",578380.0,13.0,18.0,59.0,81.0
"Scott County, MN",1552790.0,14.0,22.0,73.0,145.0
"Scott County, MO",426979.0,18.0,25.0,43.0,90.0
"Scott County, MS",311000.0,35.0,43.0,26.0,37.0
"Scott County, TN",242646.0,10.0,12.0,37.0,54.0
"Scotts Bluff County, NE",400243.0,,11.0,28.0,62.0
"Screven County, GA",155562.0,15.0,16.0,15.0,16.0
"Sebastian County, AR",1401143.0,41.0,79.0,129.0,231.0
"Sedgwick County, KS",5604360.0,277.0,362.0,523.0,970.0
"Seminole County, FL",4938295.0,144.0,191.0,342.0,644.0
"Seminole County, GA",93970.0,10.0,12.0,10.0,15.0
"Seminole County, OK",275788.0,16.0,23.0,37.0,54.0
"Seneca County, NY",382462.0,,10.0,19.0,49.0
"Sequoyah County, OK",456691.0,18.0,30.0,47.0,88.0
"Sevier County, TN",1048190.0,10.0,16.0,125.0,206.0
"Seward County, KS",248948.0,,11.0,16.0,34.0
"Oglala Lakota County, SD",155607.0,,31.0,,77.0
"Sharkey County, MS",50392.0,,10.0,,
"Sharp County, AR",189347.0,,10.0,29.0,46.0
"Shasta County, CA",1970599.0,53.0,97.0,255.0,493.0
"Shawnee County, KS",1958534.0,140.0,182.0,198.0,381.0
"Sheboygan County, WI",1268253.0,,15.0,75.0,180.0
"Shelby County, AL",2292574.0,54.0,76.0,229.0,326.0
"Shelby County, IN",489942.0,,14.0,53.0,94.0
"Shelby County, KY",504461.0,12.0,18.0,53.0,70.0
"Shelby County, TN",10300344.0,1850.0,2134.0,668.0,1041.0
"Shelby County, TX",280647.0,17.0,26.0,36.0,47.0
"Shenandoah County, VA",473178.0,,12.0,54.0,87.0
"Sheridan County, WY",329807.0,,11.0,63.0,92.0
"Silver Bow County, MT",381054.0,,11.0,72.0,127.0
"Simpson County, KY",197795.0,,11.0,18.0,30.0
"Simpson County, MS",298286.0,18.0,23.0,30.0,39.0
"Siskiyou County, CA",482506.0,12.0,28.0,80.0,121.0
"Skagit County, WA",1351780.0,24.0,40.0,110.0,224.0
"Smith County, MS",177434.0,10.0,16.0,26.0,30.0
"Smith County, TX",2447569.0,86.0,109.0,286.0,443.0
"Smyth County, VA",343016.0,14.0,18.0,55.0,71.0
"Snohomish County, WA",8503398.0,105.0,187.0,586.0,1241.0
"Solano County, CA",4769436.0,291.0,371.0,255.0,613.0
"Somerset County, MD",285552.0,,11.0,17.0,25.0
"Somerset County, ME",563400.0,10.0,13.0,82.0,131.0
"Somerset County, NJ",3631463.0,31.0,54.0,67.0,256.0
"Somerset County, PA",830241.0,,16.0,83.0,129.0
"Sonoma County, CA",5452670.0,58.0,114.0,298.0,782.0
"Spalding County, GA",714242.0,43.0,55.0,73.0,112.0
"Spartanburg County, SC",3309928.0,178.0,237.0,371.0,585.0
"Spokane County, WA",5446256.0,93.0,176.0,504.0,983.0
"Spotsylvania County, VA",1433364.0,27.0,37.0,105.0,179.0
"St. Bernard Parish, LA",483891.0,35.0,43.0,36.0,61.0
"St. Charles County, MO",4226710.0,63.0,88.0,326.0,587.0
"St. Charles Parish, LA",580790.0,32.0,42.0,47.0,75.0
"St. Clair County, AL",958466.0,29.0,50.0,128.0,180.0
"St. Clair County, IL",2909938.0,388.0,447.0,182.0,322.0
"St. Clair County, MI",1762443.0,18.0,37.0,144.0,313.0
"St. Croix County, WI",963662.0,,10.0,68.0,138.0
"St. Francis County, AR",292075.0,34.0,52.0,16.0,29.0
"St. Francois County, MO",729272.0,25.0,44.0,74.0,128.0
"St. Helena Parish, LA",116634.0,14.0,18.0,13.0,20.0
"St. James Parish, LA",236349.0,26.0,29.0,11.0,20.0
"St. John the Baptist Parish, LA",482644.0,87.0,104.0,28.0,43.0
"St. Johns County, FL",2518803.0,47.0,70.0,273.0,484.0
"St. Joseph County, IN",2956399.0,156.0,214.0,217.0,414.0
"St. Joseph County, MI",670810.0,,14.0,62.0,117.0
"St. Landry Parish, LA",915317.0,85.0,114.0,117.0,175.0
"St. Lawrence County, NY",1212869.0,,16.0,64.0,130.0
"St. Louis County, MN",2200062.0,17.0,41.0,210.0,416.0
"St. Louis County, MO",10985243.0,1170.0,1323.0,790.0,1524.0
"St. Louis city, MO",3428144.0,1251.0,1367.0,223.0,435.0
"St. Lucie County, FL",3325081.0,160.0,204.0,289.0,531.0
"St. Martin Parish, LA",586073.0,40.0,63.0,62.0,102.0
"St. Mary Parish, LA",572590.0,36.0,51.0,56.0,75.0
"St. Mary's County, MD",1219165.0,21.0,30.0,79.0,145.0
"St. Tammany Parish, LA",2740133.0,91.0,130.0,275.0,464.0
"Stafford County, VA",1564829.0,30.0,43.0,93.0,182.0
"Stanislaus County, CA",5890592.0,214.0,308.0,257.0,626.0
"Stanly County, NC",674129.0,24.0,31.0,73.0,111.0
"Stark County, OH",4109980.0,151.0,208.0,370.0,709.0
"Starr County, TX",695011.0,31.0,34.0,30.0,53.0
"Staunton city, VA",268675.0,,13.0,27.0,42.0
"Stearns County, MN",1709146.0,14.0,29.0,107.0,218.0
"Stephens County, GA",284483.0,13.0,15.0,40.0,55.0
"Stephens County, OK",485947.0,11.0,20.0,55.0,106.0
"Stephenson County, IL",504917.0,16.0,19.0,27.0,60.0
"Steuben County, NY",1070814.0,,16.0,76.0,150.0
"Stevens County, WA",487948.0,,14.0,80.0,112.0
"Stokes County, NC",509399.0,15.0,20.0,66.0,105.0
"Stone County, MO",348289.0,10.0,15.0,57.0,89.0
"Stone County, MS",199134.0,,11.0,20.0,29.0
"Story County, IA",1040896.0,,15.0,45.0,107.0
"Strafford County, NH",1396438.0,10.0,21.0,91.0,204.0
"Suffolk County, MA",8493169.0,440.0,561.0,72.0,529.0
"Suffolk County, NY",16413235.0,195.0,380.0,439.0,1516.0
"Suffolk city, VA",972107.0,44.0,51.0,62.0,114.0
"Sullivan County, IN",230705.0,,10.0,20.0,40.0
"Sullivan County, NY",835743.0,12.0,24.0,63.0,129.0
"Sullivan County, TN",1730057.0,37.0,58.0,201.0,322.0
"Summers County, WV",145392.0,,11.0,22.0,31.0
"Summit County, OH",5951484.0,313.0,417.0,422.0,896.0
"Sumner County, TN",1945638.0,47.0,76.0,206.0,313.0
"Sumter County, AL",143368.0,16.0,21.0,11.0,15.0
"Sumter County, FL",1282446.0,24.0,36.0,106.0,195.0
"Sumter County, GA",339034.0,27.0,35.0,32.0,41.0
"Sumter County, SC",1180326.0,100.0,124.0,92.0,124.0
"Sunflower County, MS",297648.0,53.0,68.0,14.0,26.0
"Surry County, NC",799460.0,25.0,36.0,100.0,166.0
"Susquehanna County, PA",457886.0,10.0,14.0,56.0,91.0
"Sussex County, DE",2384704.0,42.0,66.0,167.0,320.0
"Sussex County, NJ",1585291.0,10.0,18.0,75.0,197.0
"Sutter County, CA",1055800.0,36.0,51.0,72.0,146.0
"Suwannee County, FL",480138.0,18.0,27.0,68.0,97.0
"Swain County, NC",156266.0,,13.0,23.0,30.0
"Sweetwater County, WY",483887.0,,10.0,99.0,133.0
"Talladega County, AL",888956.0,87.0,108.0,100.0,137.0
"Tallahatchie County, MS",160259.0,19.0,22.0,,17.0
"Tallapoosa County, AL",450024.0,31.0,35.0,55.0,71.0
"Taney County, MO",597738.0,,16.0,64.0,105.0
"Tangipahoa Parish, LA",1416832.0,115.0,148.0,133.0,196.0
"Taos County, NM",361670.0,28.0,39.0,59.0,104.0
"Tarrant County, TX",21760541.0,868.0,1189.0,1486.0,2578.0
"Tate County, MS",313229.0,22.0,25.0,36.0,42.0
"Tattnall County, GA",279039.0,,20.0,25.0,48.0
"Taylor County, FL",244737.0,16.0,24.0,35.0,46.0
"Taylor County, KY",277154.0,,14.0,28.0,40.0
"Taylor County, TX",1490744.0,45.0,70.0,160.0,271.0
"Taylor County, WV",185801.0,,10.0,21.0,33.0
"Tazewell County, IL",1476682.0,10.0,34.0,88.0,195.0
"Tazewell County, VA",469739.0,15.0,23.0,58.0,93.0
"Tehama County, CA",700598.0,23.0,39.0,82.0,139.0
"Telfair County, GA",177886.0,,13.0,14.0,17.0
"Terrebonne Parish, LA",1232366.0,96.0,121.0,107.0,163.0
"Terry County, TX",138481.0,,10.0,,27.0
"Texas County, MO",282313.0,21.0,26.0,35.0,51.0
"Texas County, OK",231306.0,,12.0,19.0,27.0
"Thomas County, GA",492335.0,,12.0,44.0,61.0
"Thurston County, WA",2991801.0,41.0,72.0,273.0,509.0
"Tift County, GA",447757.0,34.0,39.0,41.0,52.0
"Tioga County, PA",457586.0,,11.0,49.0,79.0
"Tippah County, MS",242571.0,24.0,25.0,36.0,50.0
"Tippecanoe County, IN",2037632.0,30.0,53.0,114.0,225.0
"Tipton County, TN",676925.0,29.0,40.0,67.0,109.0
"Titus County, TX",359508.0,,18.0,39.0,55.0
"Todd County, SD",110192.0,,20.0,13.0,59.0
"Tolland County, CT",1665722.0,,17.0,74.0,214.0
"Tom Green County, TX",1278799.0,39.0,53.0,112.0,197.0
"Tompkins County, NY",1134779.0,,11.0,32.0,129.0
"Tooele County, UT",711693.0,11.0,16.0,80.0,143.0
"Toombs County, GA",298653.0,20.0,27.0,21.0,39.0
"Torrance County, NM",172908.0,,12.0,32.0,53.0
"Transylvania County, NC",368454.0,,13.0,42.0,77.0
"Travis County, TX",12880858.0,259.0,419.0,769.0,1590.0
"Trinity County, CA",143249.0,12.0,16.0,36.0,49.0
"Troup County, GA",761522.0,56.0,67.0,77.0,112.0
"Trumbull County, OH",2237956.0,110.0,141.0,224.0,393.0
"Tulare County, CA",5041279.0,298.0,405.0,212.0,471.0
"Tulsa County, OK",6965774.0,538.0,688.0,755.0,1332.0
"Tunica County, MS",112608.0,21.0,27.0,,
"Tuolumne County, CA",597324.0,,13.0,67.0,132.0
"Tuscaloosa County, AL",2240409.0,120.0,161.0,198.0,257.0
"Tuscarawas County, OH",1016514.0,13.0,24.0,90.0,145.0
"Twin Falls County, ID",907084.0,16.0,23.0,116.0,215.0
"Tyler County, TX",236937.0,12.0,17.0,33.0,56.0
"Uintah County, UT",389290.0,13.0,23.0,59.0,100.0
"Ulster County, NY",1980848.0,15.0,35.0,97.0,261.0
"Umatilla County, OR",846049.0,27.0,44.0,91.0,157.0
"Unicoi County, TN",197610.0,,12.0,24.0,33.0
"Union County, AR",440361.0,44.0,53.0,51.0,74.0
"Union County, FL",167713.0,,15.0,15.0,37.0
"Union County, GA",250015.0,,13.0,45.0,63.0
"Union County, MS",309322.0,12.0,12.0,38.0,50.0
"Union County, NC",2447642.0,53.0,75.0,139.0,243.0
"Union County, NJ",6066274.0,184.0,271.0,74.0,384.0
"Union County, PA",493603.0,,12.0,22.0,47.0
"Union County, SC",306502.0,24.0,32.0,32.0,45.0
"Union County, TN",213199.0,11.0,14.0,32.0,52.0
"Union Parish, LA",246898.0,10.0,12.0,33.0,43.0
"Upshur County, TX",447400.0,20.0,30.0,64.0,92.0
"Upson County, GA",291482.0,14.0,17.0,29.0,44.0
"Utah County, UT",6383868.0,52.0,79.0,483.0,938.0
"Uvalde County, TX",295726.0,11.0,16.0,19.0,40.0
"Val Verde County, TX",538622.0,,12.0,28.0,50.0
"Valencia County, NM",840392.0,48.0,69.0,82.0,172.0
"Van Buren County, MI",830749.0,10.0,19.0,71.0,135.0
"Van Zandt County, TX",596399.0,27.0,34.0,83.0,125.0
"Vance County, NC",492141.0,90.0,103.0,45.0,64.0
"Vanderburgh County, IN",1994356.0,76.0,119.0,189.0,421.0
"Venango County, PA",581100.0,,10.0,65.0,99.0
"Ventura County, CA",9269725.0,176.0,281.0,425.0,1050.0
"Vermilion County, IL",866639.0,56.0,73.0,66.0,131.0
"Vermilion Parish, LA",652802.0,33.0,44.0,59.0,94.0
"Vernon Parish, LA",559329.0,14.0,32.0,60.0,95.0
"Victoria County, TX",997704.0,26.0,49.0,120.0,177.0
"Vigo County, IN",1185299.0,27.0,65.0,107.0,233.0
"Virginia Beach city, VA",4934357.0,166.0,213.0,378.0,664.0
"Volusia County, FL",5742940.0,205.0,293.0,713.0,1270.0
"Kusilvak Census Area, AK",88232.0,,21.0,47.0,102.0
"Wagoner County, OK",850834.0,32.0,45.0,107.0,162.0
"Wake County, NC",11235433.0,226.0,317.0,474.0,1018.0
"Wakulla County, FL",351093.0,,15.0,52.0,68.0
"Waldo County, ME",432025.0,,14.0,48.0,88.0
"Walker County, AL",716068.0,35.0,56.0,100.0,162.0
"Walker County, GA",756302.0,18.0,28.0,59.0,102.0
"Walker County, TX",775005.0,11.0,28.0,59.0,120.0
"Walla Walla County, WA",661366.0,13.0,20.0,61.0,97.0
"Waller County, TX",539510.0,27.0,34.0,52.0,80.0
"Walthall County, MS",162520.0,13.0,20.0,13.0,21.0
"Walton County, FL",709622.0,,22.0,89.0,139.0
"Walton County, GA",981446.0,33.0,44.0,113.0,178.0
"Walworth County, WI",1134866.0,16.0,21.0,84.0,159.0
"Wapello County, IA",387373.0,,17.0,42.0,82.0
"Ward County, ND",742201.0,12.0,24.0,81.0,140.0
"Ware County, GA",394050.0,27.0,33.0,31.0,54.0
"Warren County, GA",60153.0,,12.0,,
"Warren County, KY",1361147.0,36.0,58.0,139.0,215.0
"Warren County, MO",372675.0,,16.0,42.0,63.0
"Warren County, MS",519195.0,53.0,71.0,53.0,73.0
"Warren County, NC",222220.0,17.0,21.0,20.0,26.0
"Warren County, NJ",1175934.0,,17.0,48.0,143.0
"Warren County, NY",713138.0,,12.0,47.0,92.0
"Warren County, OH",2471273.0,23.0,36.0,129.0,271.0
"Warren County, TN",444901.0,14.0,19.0,52.0,81.0
"Warrick County, IN",678384.0,11.0,14.0,60.0,95.0
"Wasco County, OR",284843.0,,10.0,34.0,61.0
"Washington County, AL",184516.0,13.0,19.0,24.0,34.0
"Washington County, AR",2464085.0,37.0,65.0,199.0,374.0
"Washington County, FL",273906.0,14.0,27.0,39.0,57.0
"Washington County, GA",226984.0,,13.0,20.0,25.0
"Washington County, IN",307504.0,,13.0,44.0,60.0
"Washington County, MD",1647550.0,39.0,65.0,123.0,242.0
"Washington County, MN",2767569.0,18.0,39.0,136.0,318.0
"Washington County, MS",523330.0,130.0,159.0,29.0,39.0
"Washington County, NY",683437.0,,14.0,49.0,98.0
"Washington County, OH",669389.0,,14.0,59.0,98.0
"Washington County, OK",569231.0,14.0,30.0,64.0,114.0
"Washington County, OR",6284649.0,49.0,86.0,413.0,861.0
"Washington County, PA",2285765.0,44.0,58.0,228.0,382.0
"Washington County, TN",1394111.0,31.0,44.0,148.0,254.0
"Washington County, TX",381812.0,,11.0,30.0,37.0
"Washington County, UT",1740016.0,21.0,31.0,242.0,409.0
"Washington County, VA",599558.0,13.0,22.0,86.0,126.0
"Washington County, VT",647225.0,10.0,13.0,73.0,114.0
"Washington County, WI",1474167.0,10.0,22.0,103.0,208.0
"Washington Parish, LA",511545.0,36.0,48.0,46.0,67.0
"Washoe County, NV",4926276.0,148.0,236.0,566.0,1065.0
"Washtenaw County, MI",3951066.0,70.0,104.0,169.0,415.0
"Watauga County, NC",589727.0,,10.0,48.0,80.0
"Waukesha County, WI",4370849.0,36.0,57.0,284.0,571.0
"Wayne County, GA",329970.0,18.0,23.0,29.0,54.0
"Wayne County, IN",738822.0,23.0,38.0,79.0,120.0
"Wayne County, KY",226413.0,,11.0,31.0,41.0
"Wayne County, MI",19461298.0,3106.0,3685.0,1123.0,2292.0
"Wayne County, MO",145858.0,,12.0,22.0,38.0
"Wayne County, MS",225316.0,32.0,35.0,23.0,31.0
"Wayne County, NC",1362405.0,103.0,120.0,96.0,148.0
"Wayne County, NY",1006929.0,,20.0,51.0,118.0
"Wayne County, OH",1270529.0,10.0,23.0,88.0,163.0
"Wayne County, PA",567643.0,11.0,24.0,101.0,155.0
"Wayne County, TN",184619.0,,12.0,24.0,32.0
"Wayne County, WV",448870.0,12.0,20.0,45.0,67.0
"Waynesboro city, VA",239757.0,,10.0,24.0,53.0
"Weakley County, TN",374498.0,16.0,19.0,50.0,74.0
"Webb County, TX",2941091.0,82.0,118.0,60.0,166.0
"Weber County, UT",2703494.0,47.0,72.0,332.0,648.0
"Webster County, IA",405505.0,10.0,18.0,33.0,69.0
"Webster County, MO",415160.0,11.0,15.0,62.0,92.0
"Webster Parish, LA",438636.0,11.0,18.0,66.0,85.0
"Weld County, CO",3180128.0,42.0,77.0,295.0,569.0
"West Baton Rouge Parish, LA",278895.0,24.0,30.0,23.0,44.0
"West Feliciana Parish, LA",169942.0,,11.0,12.0,27.0
"Westchester County, NY",10640220.0,131.0,237.0,169.0,778.0
"Westmoreland County, PA",3927430.0,62.0,86.0,365.0,627.0
"Wharton County, TX",456312.0,12.0,16.0,44.0,66.0
"Whatcom County, WA",2361205.0,27.0,56.0,189.0,380.0
"White County, AR",864460.0,30.0,44.0,95.0,144.0
"White County, GA",316258.0,,10.0,39.0,53.0
"White County, IN",267556.0,,14.0,18.0,40.0
"White County, TN",292703.0,,16.0,47.0,69.0
"Whiteside County, IL",624355.0,,10.0,32.0,86.0
"Whitfield County, GA",1141619.0,14.0,28.0,89.0,134.0
"Whitley County, KY",395624.0,18.0,30.0,57.0,77.0
"Wichita County, TX",1451201.0,44.0,65.0,124.0,253.0
"Wicomico County, MD",1119669.0,40.0,62.0,64.0,118.0
"Wilcox County, AL",120958.0,26.0,29.0,,
"Wilkes County, NC",756321.0,27.0,45.0,90.0,139.0
"Wilkinson County, MS",100307.0,23.0,32.0,10.0,13.0
"Will County, IL",7551103.0,198.0,269.0,271.0,761.0
"Williams County, ND",349813.0,,10.0,46.0,81.0
"Williamsburg County, SC",354311.0,51.0,61.0,12.0,24.0
"Williamson County, IL",736007.0,18.0,27.0,82.0,129.0
"Williamson County, TN",2341305.0,33.0,42.0,172.0,298.0
"Williamson County, TX",5641859.0,60.0,90.0,417.0,711.0
"Wilson County, NC",897902.0,48.0,75.0,60.0,96.0
"Wilson County, TN",1428438.0,38.0,51.0,138.0,234.0
"Wilson County, TX",521518.0,45.0,52.0,48.0,69.0
"Winchester city, VA",301048.0,,12.0,23.0,48.0
"Windham County, CT",1288253.0,,19.0,64.0,196.0
"Windham County, VT",476728.0,,14.0,52.0,117.0
"Windsor County, VT",613297.0,,11.0,65.0,119.0
"Winn Parish, LA",160081.0,,11.0,16.0,22.0
"Winnebago County, IL",3166213.0,201.0,266.0,155.0,421.0
"Winnebago County, WI",1866943.0,16.0,30.0,132.0,296.0
"Winona County, MN",561297.0,,10.0,35.0,65.0
"Winston County, AL",263416.0,12.0,19.0,34.0,48.0
"Winston County, MS",203250.0,13.0,18.0,18.0,23.0
"Wise County, TX",704931.0,14.0,21.0,67.0,108.0
"Wise County, VA",434592.0,11.0,21.0,52.0,83.0
"Wood County, OH",1421964.0,,18.0,84.0,163.0
"Wood County, TX",480164.0,15.0,22.0,63.0,91.0
"Wood County, WI",809807.0,,14.0,63.0,126.0
"Wood County, WV",941441.0,19.0,40.0,88.0,158.0
"Woodbury County, IA",1128179.0,,28.0,68.0,160.0
"Worcester County, MA",8983864.0,70.0,153.0,251.0,888.0
"Worcester County, MD",569017.0,,11.0,41.0,72.0
"Worth County, GA",230070.0,,11.0,35.0,45.0
"Wright County, MN",1449983.0,,11.0,87.0,182.0
"Wyandotte County, KS",1785384.0,295.0,341.0,140.0,285.0
"Wyoming County, WV",242532.0,11.0,18.0,39.0,59.0
"Wythe County, VA",319230.0,,10.0,37.0,60.0
"Yadkin County, NC",416325.0,,11.0,54.0,74.0
"Yakima County, WA",2734937.0,183.0,257.0,204.0,362.0
"Yalobusha County, MS",136177.0,14.0,16.0,17.0,23.0
"Yamhill County, OR",1137113.0,13.0,24.0,108.0,203.0
"Yancey County, NC",195409.0,,11.0,17.0,37.0
"Yavapai County, AZ",2452838.0,54.0,89.0,554.0,839.0
"Yazoo County, MS",306474.0,42.0,56.0,17.0,28.0
"Yell County, AR",238866.0,12.0,16.0,19.0,35.0
"Yellowstone County, MT",1718611.0,33.0,68.0,240.0,418.0
"Yolo County, CA",2327774.0,27.0,55.0,89.0,221.0
"York County, ME",2225115.0,15.0,27.0,199.0,430.0
"York County, PA",4869776.0,164.0,214.0,401.0,788.0
"York County, SC",2796307.0,103.0,131.0,265.0,426.0
"York County, VA",739232.0,15.0,22.0,52.0,95.0
"Yuba County, CA",828632.0,31.0,52.0,72.0,143.0
"Yukon-Koyukuk Census Area, AK",60314.0,,14.0,19.0,33.0
"Yuma County, AZ",2262270.0,61.0,85.0,175.0,278.0
